country,spatial_democracy,pop_prop,region,pop_prop_log,rep_type
Ghana,0,85296.05714285714,Africa,11.353883508998273,Low
Ghana,0,86995.085,Africa,11.373606901787987,Low
Ghana,0,98185.435,Africa,11.494613163586493,Low
Ghana,0,97606.25217391305,Africa,11.488696829508429,Low
Ghana,0,110760.84782608696,Africa,11.615128631878994,Low
Ghana,0,104349.33818181818,Africa,11.555499570193122,Low
Ghana,0,115955.6690909091,Africa,11.660963234036204,Low
Gibraltar,0,2178.5,Europe,7.686391845557496,High
Gibraltar,0,2183.9,Europe,7.688867548270727,High
Gibraltar,0,2170.7272727272725,Europe,7.682817539106963,High
Gibraltar,0,1775.6,Europe,7.48189367295988,High
Gibraltar,0,1863.4,Europe,7.530158055016325,High
Gibraltar,1,1911.6666666666667,Europe,7.555730740895362,High
Gibraltar,1,1900.8,Europe,7.550030129168325,High
Gibraltar,1,1813.3333333333333,Europe,7.502922051181878,High
Gibraltar,1,1825.1333333333334,Europe,7.509408322708618,High
Gibraltar,1,1847.2666666666667,Europe,7.521462348048771,High
Gibraltar,1,1944.2,Europe,7.572605860386969,High
Gibraltar,1,1838.1176470588234,Europe,7.516497309060244,High
Gibraltar,1,1952.5294117647059,Europe,7.576880945244281,High
Gibraltar,1,2127.823529411765,Europe,7.662854919114821,High
Greece,0,26615.703333333335,Europe,10.189256671458455,Moderate
Greece,0,27948.306666666667,Europe,10.238111892371075,Moderate
Greece,0.25,28404.543333333335,Europe,10.25430438788024,Moderate
Greece,0.25,30056.556666666667,Europe,10.310836108065347,Moderate
Greece,0.25,32178.046666666665,Europe,10.379039718476156,Moderate
Greece,0.25,33456.79,Europe,10.418010034493408,Moderate
Greece,0.5,34194.956666666665,Europe,10.439833446289594,Moderate
Greece,1,35064.11666666667,Europe,10.46493356934233,Moderate
Greece,1,35942.11666666667,Europe,10.48966505305706,Moderate
Greece,1,36604.44666666666,Europe,10.507925005634478,Moderate
Greece,1,37082.23333333333,Europe,10.520893247999075,Moderate
Greece,1,36069.676666666666,Europe,10.493207809806027,Moderate
Greece,0.75,35664.56333333333,Europe,10.481912851074402,Moderate
Grenada,0.75,10454.375,Americas,9.254775830066274,Moderate
Grenada,1,11757.25,Americas,9.37222535056954,Moderate
Grenada,1,9806.7,Americas,9.190821104529808,Moderate
Grenada,1,9841.4,Americas,9.194353256348734,Moderate
Grenada,1,3504.5,Americas,8.16180313594038,Moderate
Grenada,1,3432.535714285714,Americas,8.14105454233256,Moderate
Grenada,1,3569.8928571428573,Americas,8.180290862318513,Moderate
Grenada,1,3709.6071428571427,Americas,8.21868125858142,Moderate
Grenada,0.75,3837.535714285714,Americas,8.252585698506405,Moderate
Grenada,1,3919.0714285714284,Americas,8.273610024257426,Moderate
Grenada,1,3985.214285714286,Americas,8.290346362856209,Moderate
Grenada,1,4095.5714285714284,Americas,8.317661529548637,Moderate
Grenada,0.75,4155.035714285715,Americas,8.332076302748568,Moderate
Guam,0.6666666666666666,3758.6666666666665,Oceania,8.231819563565894,Moderate
Guam,0.6666666666666666,4207.857142857143,Oceania,8.344708804900474,Moderate
Guam,0.6666666666666666,4717,Oceania,8.458928283284262,Moderate
Guam,1,5244.809523809524,Oceania,8.564994204405382,Moderate
Guam,1,5910.333333333333,Oceania,8.684457510388878,Moderate
Guam,1,6600.476190476191,Oceania,8.794897075483975,Moderate
Guam,1,7145.428571428572,Oceania,8.874228070570517,Moderate
Guam,1,10671,Oceania,9.275285060616564,Moderate
Guam,1,10957.666666666666,Oceania,9.30179464245944,Moderate
Guam,1,11101.466666666667,Oceania,9.314832510703877,Moderate
Guam,1,10993.666666666666,Oceania,9.30507462839271,Moderate
Guam,1,10810.533333333333,Oceania,9.288276246449833,Moderate
Guatemala,0.5,61570.530303030304,Americas,11.02793863087824,Low
Guatemala,0.25,98126.65454545454,Americas,11.494014316552281,Low
